Title,Title_URL,Image,ipclockupoverlay_URL,Title1,Title2,ipcratingstar,ipcratingstarrate,Content,scf24f1c5c0
49. 9,https://www.imdb.com/title/tt8180482/?ref_=sr_t_49,"https://m.media-amazon.com/images/M/MV5BY2U2Zjk0MjQtZDJmZC00MjU5LWJjMTMtYjI1NWM3NTdjOGY1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt8180482/?ref_=sr_i_49,2019,2h 29m,"6.8
 (2.4K)",Rate,"When forces within and beyond this world conspire to snatch his son away, a father resolves to do whatever it takes to protect him.","Votes2,380"
50. Charlie,https://www.imdb.com/title/tt5082014/?ref_=sr_t_50,"https://m.media-amazon.com/images/M/MV5BMmZhMzVlNzEtMjQ3ZS00ZGJlLTk4N2YtMDIyNDNmZThhMGVmXkEyXkFqcGdeQXVyMzIyNDI4NjU@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt5082014/?ref_=sr_i_50,2015,2h 10m,"8.0
 (13K)",Rate,"A young, nonconforming woman named Tessa gets entangled in a cat-and-mouse chase in the by-lanes of Kerala, hunting for a mysterious artist who previously lived in her apartment.","Votes12,606"
51. The Great Indian Kitchen,https://www.imdb.com/title/tt13299890/?ref_=sr_t_51,"https://m.media-amazon.com/images/M/MV5BNTgzMzQ3NTktZWU0NC00ZTUzLWEzZTQtZThhMDgyZjkwYTlhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt13299890/?ref_=sr_i_51,2021,1h 40m,"8.1
 (9.7K)",Rate,"After marriage, a woman struggles to be the submissive wife that her husband and his family expect her to be. The story follows her journey, as she changes herself and, even more so, changes the household.","Votes9,731"
52. Udal,https://www.imdb.com/title/tt15891956/?ref_=sr_t_52,"https://m.media-amazon.com/images/M/MV5BNjExNjQ5ODEtMTFmMi00NTg1LTgxZGUtMWU3OWM0NDA5NjcxXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt15891956/?ref_=sr_i_52,2022,2h 2m,"6.3
 (917)",Rate,"Shiny is looking after her bedridden mother-in-law, living along with her father-in-law Kuttichan. Tensions arise pushing Shiny to the point where she cannot take anymore.",Votes917
53. #Home,https://www.imdb.com/title/tt10534500/?ref_=sr_t_53,"https://m.media-amazon.com/images/M/MV5BNWU1ZmNlYTctYmY1My00ZDlmLTk3M2EtZDcxY2E1ZGU0N2YzXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt10534500/?ref_=sr_i_53,2021,2h 38m,"8.8
 (15K)",Rate,"Oliver Twist (Indrans) wants to be tech-savvy and become a better companion to his two sons, who spend more time on their phones than with their loved ones.","Votes14,935"
54. Kurup,https://www.imdb.com/title/tt7026666/?ref_=sr_t_54,"https://m.media-amazon.com/images/M/MV5BYzllMzQ5YzktNmUyMy00YTQxLWIwOGQtNmI3MmE2NzIxYzNiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt7026666/?ref_=sr_i_54,2021,2h 20m,"7.0
 (15K)",Rate,Kurup is a criminal who is on the run from police after murdering someone for life insurance fraud.,"Votes14,505"
55. Four,https://www.imdb.com/title/tt16369346/?ref_=sr_t_55,"https://m.media-amazon.com/images/M/MV5BZGY5MGM3YmUtNmY4MS00MTRlLWFmYzItOGJlNjZkNzBmNTg0XkEyXkFqcGdeQXVyNTczNjc4MTY@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt16369346/?ref_=sr_i_55,2022,1h 58m,"3.9
 (488)",Rate,"It is about a wronged teacher, who returns to the government school from where he lost his job to guide the students along the right path.",Votes488
56. Mukundan Unni Associates,https://www.imdb.com/title/tt15546822/?ref_=sr_t_56,"https://m.media-amazon.com/images/M/MV5BNWJjMzg3MDctMzEyZS00ZGU4LWI0MzgtMDY3NTViZjNjMGU4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt15546822/?ref_=sr_i_56,2022,2h 8m,"7.9
 (5.7K)",Rate,"Advocate Mukundan Unni, played by Vineeth Sreenivasan wants to be successful and leaves no stone unturned to achieve growth, prosperity, and respect. But this steadfast nature aided with an ample dose of greed comes with a cost.","Votes5,743"
57. Drishyam 2,https://www.imdb.com/title/tt12361178/?ref_=sr_t_57,"https://m.media-amazon.com/images/M/MV5BM2RiZDVjYWEtZGNhYy00ZGU0LTgwZjMtZTJmNmMyNGQ5NGYyXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_QL75_UX140_CR0,2,140,207_.jpg",https://www.imdb.com/title/tt12361178/?ref_=sr_i_57,2021,2h 32m,"8.4
 (41K)",Rate,A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?,"Votes40,609"
58. A Ranjith Cinema,https://www.imdb.com/title/tt13004806/?ref_=sr_t_58,"https://m.media-amazon.com/images/M/MV5BNTgwNTgwYjQtYjE0ZS00ZmE0LTg3ZmItODEzOTU2ZmI3ZThlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt13004806/?ref_=sr_i_58,2023,2h 29m,"6.7
 (2.6K)",Rate,"It takes you on a roller coaster ride of events that happen in Ranjith's life and how it affects the people around him, forcing him to resolve the matter before he looses control.","Votes2,570"
59. Ayyappanum Koshiyum,https://www.imdb.com/title/tt11322920/?ref_=sr_t_59,"https://m.media-amazon.com/images/M/MV5BYTZmYmI3OWEtNTIwOC00ODcwLWIwMGMtMWYwZWI3YzQ3NDJjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt11322920/?ref_=sr_i_59,2020,2h 57m,"8.0
 (10K)",Rate,"The story revolves around the clash between Ayyappan, a senior police officer who serves at the Attappadi Police Station and Havildar Koshi, who comes to the village with a motive.","Votes10,436"
60. Vallicheruppu,https://www.imdb.com/title/tt29244288/?ref_=sr_t_60,"https://m.media-amazon.com/images/M/MV5BYzM0ZDY4ZTItMjExZS00YWNlLTk5ZTYtMWMyMzIzY2E5OWU5XkEyXkFqcGdeQXVyMTAxNDYzMzEy._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt29244288/?ref_=sr_i_60,2023,1h 45m,"8.5
 (371)",Rate,Revolves around the affectionate bond between a man and his grandchild.,Votes371
61. Thallumaala,https://www.imdb.com/title/tt11075264/?ref_=sr_t_61,"https://m.media-amazon.com/images/M/MV5BMTU1MjcyMGUtODI3ZS00NTc4LWExNjgtY2ZjZGJlZmUyMmFhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt11075264/?ref_=sr_i_61,2022,2h 28m,"7.0
 (5.8K)",Rate,"Follows a youngster ready to get married, but funny events happen and changes his plans.","Votes5,835"
62. 18+,https://www.imdb.com/title/tt26733205/?ref_=sr_t_62,"https://m.media-amazon.com/images/M/MV5BNjNlMjE0NmItZDZjZi00N2E1LTkzNTgtNzhhMzAxNjAxZWE3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt26733205/?ref_=sr_i_62,2023,2h 2m,"6.3
 (820)",Rate,"Akhil and Athira, two youngsters who are deeply in love, and the implications their love has in the lives of their families and the society around them.",Votes820
63. Angamaly Diaries,https://www.imdb.com/title/tt6167894/?ref_=sr_t_63,"https://m.media-amazon.com/images/M/MV5BZmQ3NDc1NGYtMTkzOC00MTUzLTgyNjYtZDM2MmU3M2M2M2Y1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt6167894/?ref_=sr_i_63,2017,2h 12m,"7.9
 (6.6K)",Rate,"Vincent Pepe who wanted to be a powerful leader of a righteous gang that ruled the city, like his seniors. And then there's the rival clan with the malicious gangsters of Angamaly a locale on which the film is based.","Votes6,640"
64. Jaya Jaya Jaya Jaya Hey,https://www.imdb.com/title/tt22027654/?ref_=sr_t_64,"https://m.media-amazon.com/images/M/MV5BNzhiNjZkMGQtZTgzNC00ZmU3LWJiNjUtMTJiYWFiM2UxYjkwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX140_CR0,2,140,207_.jpg",https://www.imdb.com/title/tt22027654/?ref_=sr_i_64,2022,2h 25m,"7.7
 (4.8K)",Rate,"Jaya, gets married. Her intention is to complete her education, but her partner mockingly asks her to try for Public Service Commission exams. Jaya tries to find the right balance managing her in-laws as she strives for her goal.","Votes4,825"
65. Sudani from Nigeria,https://www.imdb.com/title/tt7581572/?ref_=sr_t_65,"https://m.media-amazon.com/images/M/MV5BNDJjNDg2OWMtYjUyOS00NzIyLWE5MjYtNTJiMDljZGZjOGVhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt7581572/?ref_=sr_i_65,2018,2h 3m,"8.2
 (4.9K)",Rate,"Story of an African football player and a local football club manager from Malappuram, Kerala.","Votes4,890"
66. The Great Escape,https://www.imdb.com/title/tt15367466/?ref_=sr_t_66,"https://m.media-amazon.com/images/M/MV5BNDA1ODEyYTYtODQ3My00YWNiLTlmNWEtYjIxMDNkZjRjODE5XkEyXkFqcGdeQXVyNTY5MzQxNjg@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt15367466/?ref_=sr_i_66,2023,,"8.7
 (82)",Rate,The Great Escape tells the story of immigrant Mob King Bob who is involved in various illegal activities like arms dealing and money laundering. Bobs biggest enemy Lord Pavlov attacks Bobs family to seek revenge.,Votes82
67. Joseph,https://www.imdb.com/title/tt8561086/?ref_=sr_t_67,"https://m.media-amazon.com/images/M/MV5BODVmYzNmYzYtNTljZC00ODg3LWEzOTQtZjA5NmVhMTczOGE1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt8561086/?ref_=sr_i_67,2018,2h 18m,"8.0
 (6.2K)",Rate,"The story develops through the life of four retired policemen. It has the tone of a thriller investigation. An issue affecting the life of Joseph, the central character, and his family is being investigated.","Votes6,222"
68. Salute,https://www.imdb.com/title/tt13978658/?ref_=sr_t_68,"https://m.media-amazon.com/images/M/MV5BYjU4NmI5ZmUtODZmMi00YTRiLWJjYTEtYjFmNTNkYjk3ZjMyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt13978658/?ref_=sr_i_68,2022,2h 25m,"7.0
 (5.6K)",Rate,"S.I Aravind Karunakaran, a police officer on voluntary leave, is haunted by an old case he investigated. How far will he go to unravel the mystery and bring the truth to light?","Votes5,609"
69. Bangalore Days,https://www.imdb.com/title/tt3668162/?ref_=sr_t_69,"https://m.media-amazon.com/images/M/MV5BZmY5NjNjYWMtNmJhNi00YTk0LTg0OWUtNDE4OGQ0YmM4NDAwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt3668162/?ref_=sr_i_69,2014,2h 51m,"8.3
 (22K)",Rate,"A fun roller coaster ride about three young people, Aju, Divya and Kuttan who are cousins, reach Bangalore to dream, discover and explore.","Votes22,227"
70. Kaduva,https://www.imdb.com/title/tt11127404/?ref_=sr_t_70,"https://m.media-amazon.com/images/M/MV5BMDNlZGU4ZGMtZjExYS00M2JjLThkMWEtZjkwOTZmYzgxMTIyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt11127404/?ref_=sr_i_70,2022,2h 35m,"6.1
 (3.5K)",Rate,The film is set in the late 90s revolving around the life of a young high range rubber planter from Mundakayam and his rivalry with a high ranking officer in the Kerala Police.,"Votes3,474"
71. Pada,https://www.imdb.com/title/tt10375094/?ref_=sr_t_71,"https://m.media-amazon.com/images/M/MV5BZWJhM2E2YWItNjgxZC00OWRiLWEwNWYtOWE5ZWU0YjQxYTFlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt10375094/?ref_=sr_i_71,2022,2h 10m,"7.8
 (3K)",Rate,"All the governments that have ruled the nation made laws that denied the indigenous people their way of life and their land often, protecting crony capitalist interests. The film revisits an episode of dissent in the 90s which brought up this question amongst us. A history forgotten!","Votes2,971"
72. Little Miss Rawther,https://www.imdb.com/title/tt21305488/?ref_=sr_t_72,"https://m.media-amazon.com/images/M/MV5BMTIyNGQ2YWMtYzBiZS00ZWM2LTk0YmItMjIwZDA3NmQwNGMwXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt21305488/?ref_=sr_i_72,2023,2h 2m,"5.6
 (259)",Rate,A short women who falls in love with a tall guy and is constantly reminded of their physical differences at each stage of their relationship.,Votes259
73. Five First Dates,https://www.imdb.com/title/tt29745472/?ref_=sr_t_73,"https://m.media-amazon.com/images/M/MV5BMmNlNWU2NDYtNjM1Yy00MjlmLWI0NjgtMjllZWM1MDVlOGZhXkEyXkFqcGdeQXVyMTM2NjQzODgy._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt29745472/?ref_=sr_i_73,2023,1h 50m,,Rate,"Five First Dates follows the dating life of Shalini, a bisexual woman as she goes on five different dates over the course of her life, from college to her later years. Each date is at a different stage in her journey of self-discovery and sexual exploration.",
74. Neelavelicham,https://www.imdb.com/title/tt13886392/?ref_=sr_t_74,"https://m.media-amazon.com/images/M/MV5BMmQ5ZWU4OWUtNWVhMS00NzY4LWExZTctYzdhNmFlNzdlZjhmXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt13886392/?ref_=sr_i_74,2023,2h 12m,"6.0
 (1.3K)",Rate,"A young, enthusiastic and free-spirited writer arrives to stay in a desolate mansion, rumored to be haunted by the apparition of a young woman who committed suicide when she was betrayed in love.","Votes1,331"
75. Memories,https://www.imdb.com/title/tt3124456/?ref_=sr_t_75,"https://m.media-amazon.com/images/M/MV5BY2NlMWYyNjgtNTZmZC00MjkxLTk3NjEtMjc2ZWRhM2MyZjNiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt3124456/?ref_=sr_i_75,2013,2h 12m,"8.0
 (7.8K)",Rate,"Sam Alex, a drunkard ex-cop, is forced to investigate a series of murders which are committed in the same pattern. His search leads to a serial killer, and something more than what he expected.","Votes7,807"
76. Phoenix,https://www.imdb.com/title/tt27664585/?ref_=sr_t_76,"https://m.media-amazon.com/images/M/MV5BYTA5M2JkMmUtYzgzYS00NzMyLTgwYTAtYTg5YjNiZTZiYzI0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX140_CR0,21,140,207_.jpg",https://www.imdb.com/title/tt27664585/?ref_=sr_i_76,2023,2h 12m,"6.3
 (899)",Rate,John and his family relocate to a far away island village with hopes of rebuilding their lives. But destiny has other plans for them as a series of horrifying events begin to unfold.,Votes899
77. Porinju Mariyam Jose,https://www.imdb.com/title/tt9789670/?ref_=sr_t_77,"https://m.media-amazon.com/images/M/MV5BOTRkOWVlYTgtNDM2ZS00YjlmLTk1ZmYtNGZlOGY3YjYxMjFhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt9789670/?ref_=sr_i_77,2019,2h 28m,"6.8
 (1.4K)",Rate,"Set against the backdrop of a church festival in Thrissur, is a story of friendship, love and revenge that revolves around the lives of a rowdy, an aristocratic and their mutual friend.","Votes1,383"
78. Trance,https://www.imdb.com/title/tt6720802/?ref_=sr_t_78,"https://m.media-amazon.com/images/M/MV5BYjJhYmM3MWQtMWM3NC00MWQyLTliZWItNDI3NGYwZTU0MDAyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt6720802/?ref_=sr_i_78,2020,2h 50m,"7.3
 (8.3K)",Rate,A disheartened motivational speaker gets hired by a corporate to become a preacher until his live stint on television puts him and his service under the scanner.,"Votes8,326"
79. Philip's,https://www.imdb.com/title/tt26303401/?ref_=sr_t_79,"https://m.media-amazon.com/images/M/MV5BZDViMDNjNTMtNGFiOS00YWU5LWJkNjktNThlMDc0NmJkNjAwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt26303401/?ref_=sr_i_79,2023,1h 46m,"7.2
 (634)",Rate,Unforeseen events arose in Philips joyful family disrupting their happiness. They must tackle these hiccups and regain their life in a better way,Votes634
80. Ezra,https://www.imdb.com/title/tt5892746/?ref_=sr_t_80,"https://m.media-amazon.com/images/M/MV5BOTg5NTRkMmEtMDg0MC00ZWM1LTg0MzQtMzI1NDQ2YzRhOTcyL2ltYWdlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt5892746/?ref_=sr_i_80,2017,2h 27m,"6.6
 (3K)",Rate,"A newly married woman brings an antique Jewish box into her home, unaware that the box contains the ghost of Abraham Ezra.","Votes3,032"
81. Kaapa,https://www.imdb.com/title/tt15251536/?ref_=sr_t_81,"https://m.media-amazon.com/images/M/MV5BZjQyNzE3OTUtMTk0Mi00M2QxLWI2MDYtMjAwYjljY2U4ZjBmXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt15251536/?ref_=sr_i_81,2022,2h 16m,"5.9
 (6.4K)",Rate,The film explores the dark underbelly of Thiruvananthapuram where rival goondas clash in cold-blooded gang wars to gain dominion over the city's suburbs and slums.,"Votes6,416"
82. Corona Papers,https://www.imdb.com/title/tt24683702/?ref_=sr_t_82,"https://m.media-amazon.com/images/M/MV5BMTVlNGRmYTItNzc2YS00NGE5LWE2NzEtMzMyMDE2YjhiYjQwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt24683702/?ref_=sr_i_82,2023,2h 35m,"6.6
 (1.5K)",Rate,"Rahul, a newly appointed officer, accidentally loses his service pistol. What happens when it lands in the wrong hands?","Votes1,528"
83. Christopher,https://www.imdb.com/title/tt21819994/?ref_=sr_t_83,"https://m.media-amazon.com/images/M/MV5BYmI4MmExNGQtNmM0Zi00MzRiLWFiZjgtZmU2MDA3MDNlN2MwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt21819994/?ref_=sr_i_83,2023,2h 30m,"6.0
 (3.3K)",Rate,"A maverick cop is forced to work outside the limits of law, when the system fails.The story weaves across the past and present while revealing the motives that shape his actions.","Votes3,343"
84. Twenty One Grams,https://www.imdb.com/title/tt14774434/?ref_=sr_t_84,"https://m.media-amazon.com/images/M/MV5BOWEyZjViOGItZTZmMi00YTg3LWFmMDEtMGNmZjQ1ODRmMTc1XkEyXkFqcGdeQXVyMTM1ODIwODgx._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt14774434/?ref_=sr_i_84,2022,2h 13m,"6.9
 (1.3K)",Rate,"An ingenious cop, Nanda Kishore, sets out to untangle a string of mysterious murders in Kochi. As the secrets unveil themselves, he finds himself in a dilemma.","Votes1,326"
85. City of God,https://www.imdb.com/title/tt1854518/?ref_=sr_t_85,"https://m.media-amazon.com/images/M/MV5BNjVlYzFhZWUtYzIxMi00NTVlLTgwZTMtOTU4MWI4MDI3NDFjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt1854518/?ref_=sr_i_85,2011,2h 25m,"7.0
 (695)",Rate,"In the city of Cochin, a series of incidents connects the lives of a Tamil laborer couple, an actress, a builder, a criminal, and the wife of a businessman.",Votes695
86. Family,https://www.imdb.com/title/tt23337204/?ref_=sr_t_86,"https://m.media-amazon.com/images/M/MV5BN2U5OWNmOGUtMzM5ZC00YzMwLWE5YWItNTFiY2UwZTg2MTdiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR34,0,140,207_.jpg",https://www.imdb.com/title/tt23337204/?ref_=sr_i_86,2023,1h 51m,"8.2
 (519)",Rate,"When a respected mentor reveals his evil nature, it brings a clash of family values and custom, enveloping a village in false normalcy.",Votes519
87. Keedam,https://www.imdb.com/title/tt15943910/?ref_=sr_t_87,"https://m.media-amazon.com/images/M/MV5BYzU2ZmE5YzEtZjhhZS00MjY5LTkxMjYtOGY3Y2VmZTJiMzBiXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_QL75_UY207_CR137,0,140,207_.jpg",https://www.imdb.com/title/tt15943910/?ref_=sr_i_87,2022,1h 46m,"6.4
 (609)",Rate,"Radhika Balan, a smart cyber-security expert, advocates the use of the technology for the good but her life is turned upside down when she falls prey to a cyber-stalking incident and her privacy gets compromised.",Votes609
88. Love,https://www.imdb.com/title/tt12573294/?ref_=sr_t_88,"https://m.media-amazon.com/images/M/MV5BOGU3ZTczMDYtYTBlMy00YWNkLWIwZTEtY2Q2YmM2YWFlNWJjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt12573294/?ref_=sr_i_88,2020,1h 32m,"7.0
 (1.7K)",Rate,A family and the various situations navigated by a husband and wife.,"Votes1,716"
89. Pulimurugan,https://www.imdb.com/title/tt5297256/?ref_=sr_t_89,"https://m.media-amazon.com/images/M/MV5BODUyYThiZmEtZDhlYy00NWMyLWJlZDktNDcxNzE0M2VkMzlhXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt5297256/?ref_=sr_i_89,2016,2h 41m,"6.7
 (8.4K)",Rate,"When a small village near a forest is under the threat of man eating tigers and a drug mafia, the villagers seek the help of an unstoppable force, a hunter invincible.","Votes8,379"
90. Rekha,https://www.imdb.com/title/tt26260250/?ref_=sr_t_90,"https://m.media-amazon.com/images/M/MV5BZWU3NjUyODMtNGFlNS00MDg5LWJkNDYtNzc3MzFmZWI5ZjMyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt26260250/?ref_=sr_i_90,2023,2h 3m,"6.4
 (776)",Rate,"A young woman in love, ends up on a vindictive mission as a result of one unfortunate night that sends her spiralling into violence.",Votes776
91. Christy,https://www.imdb.com/title/tt24342088/?ref_=sr_t_91,"https://m.media-amazon.com/images/M/MV5BYzMyYmMwY2YtNGE3ZC00MjA5LWJiMjMtNmI3YmU4YWQ2OWUzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt24342088/?ref_=sr_i_91,2023,2h 21m,"4.8
 (2.4K)",Rate,"Roy, a village boy who's a failure at studies, joins Christy's tuition. They become good friends, however later when Christy gets a job abroad, Roy's life changes.","Votes2,381"
92. Anandabhadram,https://www.imdb.com/title/tt0487011/?ref_=sr_t_92,"https://m.media-amazon.com/images/M/MV5BNjgxOTExZGEtM2I4OC00ZjQwLWFjMjgtYzI1MzNiZDJkOGVmXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt0487011/?ref_=sr_i_92,2005,2h 10m,"7.3
 (1.1K)",Rate,"Following his mother's death, the protagonist returns from the US to his ancestral home to fulfill his mother's last wish. Upon arrival he understands that the world of black magic and sorcery he heard as stories were not far from real.","Votes1,109"
